customer_id,first_name,last_name,dob,gender,sin,phone,email,occupation,income_bracket,customer_segment,acquisition_channel,location_id,created_at,is_active
1906,Pamela,Phillips,1940-11-30,Female,***-***-5449,1 (771) 395-0393,mcconnellnicholas@example.org,Truck Driver,60K-100K,Emerging Affluent,Referral,176,2020-07-28,True
1907,Lauren,Stevenson,1984-03-19,Female,***-***-5995,+1 (192) 007-5447,schaefererica@example.net,Construction Worker,100K-200K,High Net Worth,Branch,194,2015-02-02,True
1908,Jose,Petty,2003-12-01,Male,***-***-1939,+1 (843) 873-2429,dana71@example.net,Doctor,<30K,Mass Market,Referral,220,2017-06-14,True
1909,Stacey,Harvey,1998-05-16,Male,***-***-5535,572 623 9884,sandovalmark@example.com,Construction Worker,60K-100K,Emerging Affluent,Online,143,2015-08-25,True
1910,Matthew,Black,1977-06-11,Male,***-***-8014,+1 (818) 193-7932,bethjones@example.com,Student,60K-100K,Emerging Affluent,Branch,70,2019-10-22,True
1911,Mark,Mcdowell,2006-12-23,Female,***-***-2496,(813) 726-9532,dbarry@example.net,Lawyer,100K-200K,Emerging Affluent,Referral,202,2017-09-14,False
1912,Krista,Woods,1986-01-18,Male,***-***-1008,583 196 6084,dclark@example.com,Construction Worker,60K-100K,Mass Market,Branch,115,2018-03-04,True
1913,Margaret,Schwartz,1953-01-27,Female,***-***-3227,+1 (506) 838-8588,stephanie24@example.net,Student,200K+,Private Banking,Referral,89,2016-12-15,True
1914,Tommy,Olson,1951-04-06,Female,***-***-7611,(621) 446-4741,murraybecky@example.com,Software Developer,100K-200K,High Net Worth,Online,216,2021-01-02,True
1915,Ronald,Brock,1957-01-21,Male,***-***-8927,1-341-009-0460,jharris@example.org,Manager,<30K,Mass Market,Branch,205,2020-11-29,False
1916,Stephen,Carr,1999-09-15,Male,***-***-6556,(549) 898-5477,danieljanice@example.net,Student,30K-60K,Mass Market,Online,186,2017-03-30,True
1917,Sherri,Thomas,1961-08-08,Female,***-***-6058,(304) 876-4746 x688,stephanietrujillo@example.com,Manager,60K-100K,Emerging Affluent,Branch,74,2020-10-04,True
1918,Julia,Estrada,1996-06-10,Female,***-***-6486,993-000-6668,vpaul@example.org,Nurse,30K-60K,Mass Market,Branch,88,2016-10-22,True
1919,Julie,Ellis,1988-07-20,Female,***-***-7195,(718) 606-0006,wmartinez@example.net,Accountant,<30K,Mass Market,Mobile App,195,2021-03-16,True
1920,John,Hughes,1999-04-05,Male,***-***-8606,292-773-6757,louisgarcia@example.net,Truck Driver,100K-200K,Emerging Affluent,Branch,190,2020-02-12,True
1921,John,Gilbert,1978-03-12,Female,***-***-2458,1-347-996-4189,greenmarissa@example.org,Truck Driver,30K-60K,Mass Market,Mobile App,149,2020-02-15,True
1922,Felicia,Warner,1954-12-25,Male,***-***-5002,(105) 426-2885 x029,rodney50@example.org,Retail Worker,30K-60K,Mass Market,Branch,107,2021-02-03,True
1923,Mia,Kelly,1985-08-07,Female,***-***-8608,151-841-8991 x775,josephmatthew@example.org,Software Developer,<30K,Mass Market,Branch,213,2018-11-23,True
1924,Joshua,Franklin,1957-08-03,Male,***-***-7077,1-565-572-1675,jimenezalicia@example.org,Lawyer,30K-60K,Mass Market,Online,53,2015-05-20,True
1925,Robyn,Foster,1944-04-10,Male,***-***-5910,+1 (940) 298-6646,sanchezbrandon@example.com,Manager,30K-60K,Mass Market,Mobile App,131,2017-06-23,True
1926,Richard,Kidd,1947-07-05,Male,***-***-7446,335.543.3350,andersonjorge@example.com,Retail Worker,100K-200K,Emerging Affluent,Mobile App,156,2021-05-03,True
1927,Danielle,Mullins,1961-12-13,Female,***-***-5786,573.269.3899,jonathan53@example.com,Student,30K-60K,Mass Market,Branch,232,2018-06-24,True
1928,Jake,Hicks,1965-07-31,Female,***-***-5007,132.689.8119,alexissmith@example.org,Construction Worker,<30K,Mass Market,Online,231,2016-09-03,False
1929,David,Cross,1967-01-04,Male,***-***-7716,310.439.1170,scott39@example.org,Accountant,30K-60K,Mass Market,Branch,245,2016-08-31,True
1930,Natalie,Bailey,2001-04-07,Male,***-***-7883,(722) 207-1684,osantos@example.com,Nurse,60K-100K,Emerging Affluent,Online,173,2020-11-08,True
1931,Karla,Crane,1946-09-15,Female,***-***-5417,+1 (194) 757-7371,terricastillo@example.org,Teacher,30K-60K,Mass Market,Branch,77,2021-10-29,False
1932,Amanda,Thompson,1953-04-27,Male,***-***-8843,899 782 9585,dedwards@example.com,Construction Worker,200K+,High Net Worth,Branch,134,2018-01-21,True
1933,Madeline,Price,1988-03-18,Male,***-***-6516,(868) 876-7617 x573,diana83@example.net,Software Developer,100K-200K,Emerging Affluent,Mobile App,84,2020-08-19,True
1934,Wayne,Guzman,1993-09-10,Male,***-***-5987,554-525-6922,maryhutchinson@example.net,Truck Driver,<30K,Mass Market,Mobile App,88,2016-01-02,True
1935,Darrell,Hampton,1949-07-17,Female,***-***-2747,+1 (422) 812-6563,scottjacob@example.com,Nurse,30K-60K,Mass Market,Referral,103,2016-05-23,True
1936,Brenda,Miller,1941-11-03,Female,***-***-4118,174.842.4523,ortegajerry@example.org,Retail Worker,60K-100K,Emerging Affluent,Online,211,2019-09-26,True
1937,Jeremy,Johnson,1985-05-11,Male,***-***-4578,295.555.1644,douglas17@example.net,Teacher,60K-100K,Mass Market,Branch,143,2021-05-24,True
1938,Cory,French,1956-10-29,Male,***-***-9880,(562) 140-6966,xmalone@example.org,Doctor,30K-60K,Mass Market,Online,103,2020-05-15,True
1939,Roger,Pratt,1982-08-06,Male,***-***-5074,1-616-653-6390,rose49@example.net,Manager,30K-60K,Mass Market,Branch,125,2021-10-02,True
1940,Rachel,Long,2000-03-10,Male,***-***-7810,(671) 949-5490,sandragordon@example.org,Doctor,30K-60K,Mass Market,Referral,223,2021-09-18,True
1941,Stephanie,Hicks,1994-11-01,Female,***-***-6141,1-221-389-5891,martinezeric@example.org,Student,30K-60K,Mass Market,Referral,87,2017-03-16,True
1942,Dustin,Davis,1989-08-15,Female,***-***-2469,993 941 2977,david33@example.net,Retired,30K-60K,Mass Market,Referral,175,2015-07-31,True
1943,Mark,Salazar,1971-06-25,Male,***-***-6218,942-748-7057,iporter@example.com,Engineer,30K-60K,Mass Market,Branch,188,2018-06-02,True
1944,Theresa,Nelson,1950-01-13,Female,***-***-5592,879-741-8963 x501,dustingolden@example.com,Truck Driver,100K-200K,Emerging Affluent,Online,97,2020-02-12,True
1945,Nicole,Brooks,1979-08-05,Male,***-***-9524,1 (464) 941-6057,ernest62@example.com,Nurse,30K-60K,Mass Market,Online,110,2021-07-26,True
1946,Jonathan,Jackson,1955-07-28,Male,***-***-1163,578-661-0292 x867,sschultz@example.net,Manager,<30K,Mass Market,Branch,101,2021-08-29,True
1947,Jeffrey,Mcmahon,1956-09-27,Male,***-***-8475,968-575-6606 x079,lopezchristopher@example.com,Retail Worker,60K-100K,Mass Market,Mobile App,53,2020-09-27,True
1948,Laura,Gonzales,1970-11-25,Female,***-***-5081,941-533-9282,patricia28@example.com,Government Employee,30K-60K,Mass Market,Referral,95,2021-03-19,True
1949,Sarah,Macias,1956-07-22,Male,***-***-5232,(508) 998-2042 x959,thomas69@example.net,Business Owner,30K-60K,Mass Market,Online,111,2017-07-30,True
1950,Matthew,Allen,1967-07-24,Female,***-***-8511,309 282 2046,qromero@example.org,Teacher,30K-60K,Mass Market,Mobile App,199,2018-10-09,True
1951,Ricky,Weber,1975-01-18,Male,***-***-3677,185-531-1993,mmercado@example.net,Retired,100K-200K,Emerging Affluent,Referral,125,2017-11-21,True
1952,Alicia,Horton,2002-07-12,Female,***-***-9953,415-526-5970 x324,foleykelly@example.org,Software Developer,30K-60K,Mass Market,Referral,77,2016-09-10,True
1953,Nicholas,Jennings,1990-03-16,Male,***-***-3996,619 571 2904,llove@example.com,Government Employee,60K-100K,Emerging Affluent,Branch,149,2015-04-24,True
1954,Cindy,Wilkinson,1983-09-20,Female,***-***-3430,821-895-0434,lowerycrystal@example.com,Retail Worker,60K-100K,Emerging Affluent,Online,67,2016-05-24,True
1955,Natasha,Hunt,1962-12-27,Male,***-***-7458,(115) 991-3393,jessicarivera@example.org,Construction Worker,30K-60K,Mass Market,Online,233,2019-12-11,True
1956,Tony,Rogers,1973-12-30,Female,***-***-8395,1-974-034-6113,harrisdavid@example.org,Lawyer,60K-100K,Emerging Affluent,Referral,70,2016-06-21,True
1957,Andrew,Dodson,1972-03-26,Male,***-***-9413,(876) 605-6764 x432,smartinez@example.net,Engineer,<30K,Mass Market,Branch,139,2018-10-07,False
1958,Victoria,Cox,1946-04-12,Female,***-***-2211,1 (558) 237-3871,dianavelasquez@example.com,Software Developer,60K-100K,Emerging Affluent,Mobile App,175,2017-09-28,True
1959,Felicia,Henry,1952-07-11,Male,***-***-5125,810 212 2539,phelpschristine@example.com,Student,<30K,Mass Market,Online,204,2015-01-20,True
1960,Howard,Lane,2005-05-09,Male,***-***-9064,869 081 7198,hevans@example.org,Truck Driver,100K-200K,Emerging Affluent,Referral,114,2017-09-09,True
1961,William,Mcgee,1978-11-16,Male,***-***-7155,1-520-357-8028,chris35@example.net,Nurse,60K-100K,Mass Market,Online,133,2021-02-01,True
1962,Jeffrey,Mendez,2000-11-21,Female,***-***-1024,189-662-3650,ronnie18@example.net,Student,30K-60K,Mass Market,Online,101,2017-02-17,True
1963,Suzanne,Collins,1991-10-06,Male,***-***-9496,1-771-023-8571,stephen33@example.com,Software Developer,30K-60K,Mass Market,Online,199,2015-11-15,False
1964,Todd,Strickland,1979-09-01,Male,***-***-7185,159-565-2660 x223,morseterri@example.org,Construction Worker,<30K,Mass Market,Online,140,2020-08-07,True
1965,Jennifer,Mooney,2000-04-26,Male,***-***-3976,1 (360) 162-2059,obrown@example.net,Truck Driver,100K-200K,High Net Worth,Online,219,2016-05-04,True
1966,Timothy,West,1952-02-11,Male,***-***-9159,1 (274) 743-5062,garrisonsean@example.net,Software Developer,100K-200K,Emerging Affluent,Branch,94,2015-02-11,True
1967,Peter,Calhoun,2000-02-24,Male,***-***-2371,981-337-4280 x702,pberger@example.com,Nurse,30K-60K,Mass Market,Mobile App,85,2016-03-14,True
1968,Johnny,Mendoza,1944-01-10,Male,***-***-6285,+1 (658) 530-0965,anawilliams@example.org,Government Employee,30K-60K,Mass Market,Mobile App,247,2016-10-19,True
1969,Lisa,Adams,1959-04-16,Female,***-***-4810,(124) 314-2485,rivasmelissa@example.com,Truck Driver,<30K,Mass Market,Branch,222,2016-11-30,True
1970,Michelle,Martinez,1981-11-25,Female,***-***-3947,+1 (273) 698-8011,twinters@example.org,Engineer,30K-60K,Mass Market,Online,70,2021-08-25,True
1971,Colin,James,2007-12-08,Male,***-***-4354,(444) 011-3686,nproctor@example.com,Student,30K-60K,Mass Market,Branch,218,2020-06-15,True
1972,Jason,Mcmillan,1997-05-18,Male,***-***-3572,640-642-3806,brianflowers@example.com,Teacher,100K-200K,Emerging Affluent,Mobile App,72,2020-05-20,True
1973,Richard,Pollard,1987-05-29,Female,***-***-9378,(693) 015-4565 x222,aanderson@example.net,Retired,30K-60K,Mass Market,Mobile App,79,2020-11-01,True
1974,Claudia,Duncan,1948-10-20,Non-binary,***-***-5881,1 (293) 366-1524,juan58@example.org,Government Employee,60K-100K,Emerging Affluent,Branch,246,2017-05-01,True
1975,Cody,Smith,2002-12-03,Non-binary,***-***-3188,385 828 0506,ncarpenter@example.org,Business Owner,60K-100K,Mass Market,Mobile App,51,2020-09-16,True
1976,Gary,Reyes,2000-02-23,Male,***-***-9592,(767) 308-5425,nicole04@example.net,Software Developer,30K-60K,Mass Market,Branch,131,2019-02-07,True
1977,Sandra,Tran,2000-06-19,Female,***-***-6092,(883) 519-6499,juliefowler@example.com,Construction Worker,100K-200K,High Net Worth,Referral,203,2019-09-20,True
1978,Victoria,Roman,1956-12-29,Female,***-***-8145,1-584-497-8969,brianrodriguez@example.org,Construction Worker,<30K,Mass Market,Branch,70,2021-12-11,True
1979,Christine,Wolf,2002-05-02,Male,***-***-4554,+1 (174) 460-7227,pcarr@example.com,Construction Worker,<30K,Mass Market,Mobile App,123,2016-08-27,True
1980,Richard,Walsh,1975-05-28,Female,***-***-2475,1 (562) 993-8006,ldeleon@example.net,Software Developer,100K-200K,Emerging Affluent,Mobile App,165,2016-02-13,True
1981,Mark,Dunn,1947-02-20,Female,***-***-9631,389.839.7813,whitelaurie@example.org,Teacher,100K-200K,Emerging Affluent,Referral,182,2020-04-23,True
1982,Ashley,Tyler,1958-02-05,Male,***-***-1343,973-147-7256 x488,ellenboyd@example.org,Student,<30K,Mass Market,Referral,94,2015-12-11,True
1983,Angela,Hill,1954-02-18,Male,***-***-9912,103-137-7766 x425,acostabianca@example.net,Truck Driver,<30K,Mass Market,Branch,75,2015-11-23,True
1984,Cindy,Gaines,1953-08-26,Female,***-***-4849,630.734.8746,higginslarry@example.net,Doctor,60K-100K,Mass Market,Referral,141,2020-12-05,True
1985,Stephanie,Caldwell,1978-07-07,Female,***-***-2023,1 (962) 280-2810,rgreen@example.net,Engineer,30K-60K,Mass Market,Online,187,2018-06-11,True
1986,Renee,Patrick,1962-01-19,Male,***-***-4388,(812) 306-6264 x225,kramerbilly@example.com,Government Employee,30K-60K,Mass Market,Mobile App,207,2018-10-02,True
1987,Keith,Bradley,1948-03-15,Male,***-***-2364,(613) 290-5634,shaley@example.com,Doctor,60K-100K,Emerging Affluent,Branch,80,2016-11-28,True
1988,Cassandra,Young,1951-03-15,Male,***-***-8452,+1 (489) 415-6753,cvega@example.net,Teacher,200K+,Private Banking,Branch,192,2021-01-04,True
1989,David,Robinson,2005-11-07,Female,***-***-3569,348-138-7998 x369,matthewmcintyre@example.org,Manager,100K-200K,Emerging Affluent,Mobile App,234,2015-09-12,True
1990,Marcus,Carpenter,1963-02-16,Male,***-***-4061,+1 (734) 507-2940,nicholaswebb@example.org,Software Developer,<30K,Mass Market,Referral,237,2018-11-19,True
1991,Tony,Harris,1958-02-06,Female,***-***-7652,745-664-3097,hmorgan@example.com,Government Employee,60K-100K,Mass Market,Online,149,2017-01-12,True
1992,Mitchell,Kelley,1971-02-08,Male,***-***-9818,+1 (796) 198-7888,shawn24@example.net,Doctor,<30K,Mass Market,Branch,218,2021-12-28,True
1993,Christine,Bradshaw,1960-05-01,Female,***-***-2913,547.065.0241,keithchristina@example.net,Software Developer,30K-60K,Mass Market,Mobile App,228,2019-05-19,True
1994,Samuel,Perez,1972-09-04,Female,***-***-5897,1 (709) 761-3913,robinsontiffany@example.com,Retail Worker,200K+,Private Banking,Referral,96,2015-04-01,True
1995,Kelsey,Cunningham,1966-12-17,Male,***-***-7541,533-102-2912 x172,sgomez@example.org,Doctor,<30K,Mass Market,Online,94,2018-02-23,True
1996,Eddie,Li,1944-10-11,Male,***-***-9310,(380) 569-6653,william06@example.org,Lawyer,30K-60K,Mass Market,Online,92,2018-08-18,True
1997,Kimberly,Jones,1956-01-10,Female,***-***-5880,931-930-8562 x899,asantiago@example.org,Government Employee,30K-60K,Mass Market,Branch,206,2018-06-15,True
1998,Brenda,Johnson,1969-07-12,Female,***-***-5989,962-262-6254 x887,tmann@example.net,Teacher,30K-60K,Mass Market,Referral,197,2017-07-15,True
1999,Ashley,Green,1969-11-04,Male,***-***-9159,308.912.2014,davidguzman@example.com,Accountant,60K-100K,Emerging Affluent,Online,226,2019-03-14,True
2000,Linda,Villarreal,1981-12-15,Female,***-***-9258,(908) 940-0072,wandabartlett@example.org,Business Owner,60K-100K,Mass Market,Branch,156,2017-07-10,True
2001,Ryan,Jimenez,1975-01-29,Male,***-***-9788,234 021 8189,jamessanchez@example.org,Construction Worker,30K-60K,Mass Market,Online,148,2020-02-22,True
2002,Michael,Whitaker,2002-09-15,Female,***-***-9433,+1 (543) 724-0500,michaelbrown@example.com,Construction Worker,60K-100K,Mass Market,Online,53,2018-08-14,True
2003,Mary,Barnes,1975-11-09,Male,***-***-8515,(494) 313-3730 x256,nicholas53@example.com,Engineer,30K-60K,Mass Market,Online,125,2016-07-31,True
2004,Patricia,Thompson,1974-03-23,Female,***-***-6874,1-760-381-6334,dennis82@example.org,Doctor,100K-200K,Emerging Affluent,Branch,107,2015-08-27,True
2005,Michael,Burns,1993-01-14,Male,***-***-8904,(493) 285-7267 x574,emily09@example.net,Accountant,100K-200K,Emerging Affluent,Referral,189,2020-02-17,True
2006,Mark,Perry,1991-07-15,Non-binary,***-***-6695,488 112 6630,bowersamanda@example.net,Truck Driver,60K-100K,Emerging Affluent,Mobile App,111,2015-06-08,True
2007,Christine,Patterson,1975-01-24,Male,***-***-1752,962-590-5741 x691,porterteresa@example.org,Retired,100K-200K,Emerging Affluent,Branch,150,2016-10-12,True
2008,Kelsey,Johnson,1994-03-07,Female,***-***-1283,1 (716) 145-9290,chencody@example.org,Government Employee,30K-60K,Mass Market,Mobile App,142,2016-11-04,True
2009,Angela,Bradshaw,2008-02-17,Non-binary,***-***-5820,(955) 287-3011 x226,scottwilliams@example.org,Truck Driver,<30K,Mass Market,Online,64,2021-12-07,True
2010,Billy,Whitney,1994-02-19,Male,***-***-7790,393-294-7110 x775,ssmith@example.org,Government Employee,60K-100K,Emerging Affluent,Online,59,2021-04-27,True
2011,Scott,Mccormick,1941-01-27,Male,***-***-5446,(967) 049-9098,munozkristine@example.com,Government Employee,60K-100K,Mass Market,Branch,115,2019-07-20,True
2012,Lori,Hansen,1940-10-10,Female,***-***-7567,+1 (295) 896-4795,vaughanlaurie@example.net,Business Owner,60K-100K,Mass Market,Mobile App,93,2017-07-05,True
2013,Zachary,Gutierrez,1975-06-06,Female,***-***-8146,(477) 817-7075 x629,ashley20@example.org,Business Owner,<30K,Mass Market,Online,131,2019-05-05,False
2014,Renee,Jones,1951-02-05,Male,***-***-4865,(991) 716-7529 x964,ocox@example.com,Manager,100K-200K,High Net Worth,Mobile App,216,2021-02-22,True
2015,John,Kramer,1954-07-18,Male,***-***-9866,1-330-507-0247,reginald66@example.com,Accountant,30K-60K,Mass Market,Referral,134,2021-11-17,True
2016,Anita,Ochoa,1996-03-10,Female,***-***-9755,604.416.2681,markclark@example.org,Manager,30K-60K,Mass Market,Branch,176,2017-12-29,True
2017,Carol,Roberts,2003-08-05,Male,***-***-1923,(919) 730-4964,mcbridekevin@example.org,Engineer,200K+,High Net Worth,Referral,151,2017-01-03,True
2018,Anthony,Davidson,1948-08-20,Female,***-***-4880,1 (303) 373-8175,marissa43@example.com,Government Employee,30K-60K,Mass Market,Referral,87,2020-08-22,True
2019,Sarah,Gonzalez,1944-06-18,Female,***-***-5036,+1 (161) 608-0281,hjohnson@example.org,Lawyer,60K-100K,Mass Market,Branch,133,2021-07-20,True
2020,Jill,Johnson,1969-02-16,Male,***-***-6673,(778) 053-4350,shane50@example.net,Nurse,30K-60K,Mass Market,Referral,131,2021-05-22,True
2021,Rodney,Hernandez,1991-03-01,Male,***-***-1896,+1 (651) 102-0150,russellvang@example.com,Retail Worker,<30K,Mass Market,Mobile App,186,2020-09-24,True
2022,Colleen,Thompson,1942-11-11,Male,***-***-8726,501-516-4850 x677,pcooper@example.com,Manager,<30K,Mass Market,Referral,214,2015-07-05,True
2023,Ann,Good,1954-10-09,Female,***-***-5846,482 856 5787,samuelfisher@example.org,Teacher,100K-200K,High Net Worth,Mobile App,169,2019-08-14,True
2024,Stacey,Willis,1985-08-05,Male,***-***-4328,636 637 5303,medinajames@example.net,Engineer,60K-100K,Emerging Affluent,Branch,176,2019-07-16,True
2025,Ronald,Thomas,1971-08-23,Female,***-***-2124,524.964.2959,rmayer@example.net,Student,<30K,Mass Market,Branch,215,2020-03-30,True
2026,Brenda,Jones,1951-10-07,Female,***-***-3868,1-360-784-6607,james70@example.com,Construction Worker,60K-100K,Mass Market,Mobile App,68,2019-04-20,True
2027,Kyle,Payne,2000-01-07,Female,***-***-4013,944.526.5025,connor65@example.org,Retail Worker,30K-60K,Mass Market,Referral,131,2020-04-27,True
2028,David,Richardson,1954-06-08,Female,***-***-4709,794-573-9505 x548,xklein@example.com,Software Developer,30K-60K,Mass Market,Mobile App,182,2015-08-25,True
2029,William,Maldonado,1997-08-07,Male,***-***-5574,645-896-8168 x509,michaelhawkins@example.org,Business Owner,60K-100K,Emerging Affluent,Online,73,2016-05-14,True
2030,Alexandra,Taylor,2001-05-14,Female,***-***-2069,348 626 1508,janetbonilla@example.net,Accountant,30K-60K,Mass Market,Branch,152,2015-01-15,True
2031,Joseph,Nichols,1950-07-04,Male,***-***-6594,1 (446) 400-8962,sarahmercer@example.org,Engineer,60K-100K,Mass Market,Online,198,2018-11-14,True
2032,Kathleen,Lopez,1989-10-16,Male,***-***-4733,(781) 690-3926 x146,brandonwalter@example.org,Lawyer,<30K,Mass Market,Branch,110,2016-06-29,True
2033,Sharon,Armstrong,1993-02-16,Female,***-***-9553,215-420-9390,brian89@example.net,Accountant,60K-100K,Mass Market,Mobile App,94,2016-01-26,True
2034,Joseph,Kim,2005-12-02,Female,***-***-8500,(618) 991-8028 x137,christinehuber@example.net,Lawyer,30K-60K,Mass Market,Online,94,2015-01-11,True
2035,Margaret,Kelly,1945-12-07,Female,***-***-6710,1 (517) 363-7512,andrew91@example.com,Construction Worker,100K-200K,High Net Worth,Online,183,2021-03-16,True
2036,John,Murphy,1998-06-18,Female,***-***-9827,148.028.4078,mcleanrobin@example.org,Lawyer,100K-200K,Emerging Affluent,Referral,220,2017-08-28,True
2037,Dylan,Jones,1981-01-05,Female,***-***-8403,554-074-6735,prestondonald@example.org,Government Employee,100K-200K,Emerging Affluent,Branch,54,2019-07-18,False
2038,Angela,Hernandez,1995-04-28,Male,***-***-2620,584-814-9563 x190,flamb@example.net,Construction Worker,100K-200K,High Net Worth,Branch,103,2021-03-29,True
2039,Veronica,Hubbard,1998-02-14,Male,***-***-3985,177-679-0598,portermary@example.com,Student,100K-200K,High Net Worth,Branch,58,2016-11-20,True
2040,Matthew,Garrett,1951-06-09,Male,***-***-5026,+1 (695) 799-9436,jennifermoore@example.net,Lawyer,60K-100K,Emerging Affluent,Mobile App,176,2020-07-18,True
2041,Sarah,Miller,1953-05-29,Female,***-***-3734,(763) 016-2530,sjones@example.com,Business Owner,<30K,Mass Market,Branch,170,2015-09-07,True
2042,Timothy,Howe,1980-10-07,Female,***-***-4621,158 681 4385,charles33@example.com,Business Owner,30K-60K,Mass Market,Referral,73,2016-08-15,True
2043,Sheila,Brown,2007-07-07,Female,***-***-1194,+1 (770) 401-9649,lauraanderson@example.org,Construction Worker,60K-100K,Emerging Affluent,Mobile App,132,2015-04-19,True
2044,Kim,Kelly,2007-01-26,Male,***-***-2307,+1 (659) 380-4416,jlane@example.org,Engineer,60K-100K,Mass Market,Branch,187,2021-02-06,True
2045,Dana,Miller,2002-03-03,Male,***-***-4987,751.062.5858,david54@example.com,Student,60K-100K,Mass Market,Online,197,2020-05-15,True
2046,Scott,Jones,1980-09-08,Female,***-***-1699,667 634 3201,howardchristopher@example.com,Accountant,60K-100K,Emerging Affluent,Branch,85,2015-01-31,True
2047,Joseph,Dominguez,1943-02-04,Female,***-***-9698,1-489-298-6367,lgarcia@example.net,Software Developer,60K-100K,Mass Market,Branch,244,2019-03-16,True
2048,Bernard,Mclean,1961-10-24,Female,***-***-5019,(443) 195-6476,rollinsnathan@example.org,Manager,100K-200K,High Net Worth,Online,209,2017-10-26,True
2049,Nicholas,Huerta,1994-09-17,Female,***-***-8048,673-599-1411 x098,robertburnett@example.com,Teacher,<30K,Mass Market,Online,125,2020-04-19,True
2050,Mckenzie,Nguyen,1975-09-30,Male,***-***-8984,1 (391) 985-1571,xwilliams@example.net,Lawyer,30K-60K,Mass Market,Branch,139,2017-12-11,True
2051,Jacqueline,Wallace,2004-11-03,Female,***-***-3195,908-359-4870 x212,snowkimberly@example.net,Business Owner,<30K,Mass Market,Online,112,2015-05-11,True
2052,Michael,Leon,1957-12-26,Non-binary,***-***-7196,548-074-6214,krista88@example.org,Truck Driver,30K-60K,Mass Market,Branch,114,2020-08-24,True
2053,Jeremy,Simpson,1951-04-01,Female,***-***-7753,(924) 572-0319 x631,amy72@example.net,Teacher,60K-100K,Mass Market,Branch,77,2019-10-11,True
2054,Shawn,Bradley,2000-08-08,Male,***-***-5908,129-533-9890,snewman@example.com,Truck Driver,60K-100K,Emerging Affluent,Mobile App,61,2015-03-14,False
2055,William,Ramirez,1985-07-09,Male,***-***-4506,512-918-5390 x164,amanda21@example.org,Engineer,200K+,High Net Worth,Branch,175,2020-05-17,True
2056,Andrew,Perry,1963-04-07,Female,***-***-5433,+1 (768) 299-9416,greenchristopher@example.net,Software Developer,30K-60K,Mass Market,Branch,244,2015-01-25,True
2057,Jonathan,Ruiz,1976-05-30,Female,***-***-1735,448-792-3593,derek13@example.org,Truck Driver,60K-100K,Emerging Affluent,Online,117,2021-06-25,True
2058,Betty,Mcgee,1960-06-25,Female,***-***-3845,113-132-5327 x293,larryanderson@example.org,Nurse,100K-200K,High Net Worth,Online,246,2021-02-19,True
2059,Angela,Phillips,1983-03-30,Female,***-***-6744,869 444 8646,traceyramos@example.com,Teacher,100K-200K,High Net Worth,Mobile App,111,2018-05-04,True
2060,Richard,Swanson,1970-06-04,Female,***-***-8430,167 040 6818,alvarezkelly@example.org,Accountant,100K-200K,High Net Worth,Mobile App,56,2015-06-29,True
2061,Daniel,Wright,1983-11-05,Male,***-***-7287,(579) 736-2339,shelia71@example.net,Business Owner,30K-60K,Mass Market,Mobile App,120,2018-05-26,True
2062,Gloria,Rodriguez,2003-02-28,Female,***-***-9564,961-996-5929,catherine97@example.com,Government Employee,100K-200K,Emerging Affluent,Branch,177,2019-10-19,True
2063,Bryan,Wells,1987-08-18,Female,***-***-4513,594-923-6599,kimberlymitchell@example.com,Truck Driver,60K-100K,Emerging Affluent,Branch,172,2020-05-29,True
2064,Christopher,Richards,2003-04-27,Female,***-***-2846,1 (161) 787-0264,smithwalter@example.net,Retail Worker,100K-200K,High Net Worth,Branch,214,2019-02-13,True
2065,Elizabeth,Brooks,1969-03-27,Male,***-***-3733,552.383.6293,rebekahjuarez@example.com,Engineer,200K+,High Net Worth,Mobile App,68,2016-12-08,True
2066,Kimberly,Davis,1952-08-12,Female,***-***-6834,+1 (483) 726-6056,lindanichols@example.org,Software Developer,30K-60K,Mass Market,Online,52,2019-01-08,True
2067,Jennifer,Rice,1962-08-06,Female,***-***-5458,1 (782) 713-0494,halllawrence@example.org,Teacher,30K-60K,Mass Market,Online,91,2020-12-11,True
2068,Michele,Ramirez,1987-12-28,Female,***-***-6071,962-352-3020 x231,dbaldwin@example.org,Teacher,200K+,High Net Worth,Mobile App,87,2018-02-01,True
2069,Alexa,Davis,2001-10-02,Female,***-***-3474,780-616-8269 x974,iking@example.net,Student,30K-60K,Mass Market,Online,116,2017-02-09,True
2070,Erica,Gibson,1983-08-28,Female,***-***-5891,556-480-3836,freemanzachary@example.com,Construction Worker,60K-100K,Mass Market,Branch,125,2018-04-02,True
2071,Donald,Brown,1947-07-29,Male,***-***-9742,(957) 507-7343 x908,omarsullivan@example.org,Business Owner,100K-200K,High Net Worth,Online,60,2019-01-15,True
2072,James,Butler,1960-01-29,Male,***-***-3446,1-495-953-1405,tgoodman@example.com,Doctor,30K-60K,Mass Market,Online,228,2017-07-09,True
2073,Christopher,Robinson,1983-04-03,Male,***-***-4873,371-539-2760 x843,carterjonathan@example.com,Truck Driver,<30K,Mass Market,Mobile App,157,2021-10-29,True
2074,Jennifer,Elliott,1999-02-03,Male,***-***-6553,(704) 451-5249,graymichael@example.org,Software Developer,<30K,Mass Market,Online,131,2020-03-15,True
2075,Derek,Campbell,1988-01-03,Non-binary,***-***-1425,374-840-7383 x285,twilliams@example.net,Construction Worker,<30K,Mass Market,Online,208,2021-06-29,True
